societe,page,table_num,Actifs du Bilan Combiné arrêté au 31/12/ 2025,Note,31/12/2025,col,col_2,col_3,col_4,col_5,col_6,col_7,31/12/2024,col_8,col_9,col_10,col_11,Entreprise,Fonds des,"Actifs nets/Capitaux propres et passif du bilan
ZITOUNA,2,1,Total de l'actif,,401 193 629,,,86 014 479,,,487 208 108,,339 424 541,,78 268 350,,417 692 891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,2,,,,,,,,,,,,,,,,Takaful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,2,,,,,,,,,,,,,,,,et/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,2,,,,,,,,,,,,,,,,Rétakaful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,3,,,,,,,,,,,,,,,,Takaful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,3,,,,,,,,,,,,,,,,et/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,3,,,,,,,,,,,,,,,,Rétakaful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,2,4,,,,,,,,,,,,,,,,,Adhérents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,"Fonds des
Adhérents",,"Entreprise
Takaful et/ou
Rétakaful",,,,"Entreprise
Takaful et/ou
Rétakaful
combiné","Entreprise
Takaful et/ou
Rétakaful","Fonds des
Adhérents","Entreprise
Takaful et/ou
Rétakaful
combiné",,,,,,(Exprimé en dinars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,7,,,,,,,,,,,,,,,,Actifs Nets des Adhérents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,0,,,0,,0,0,0,,,,,,"AN1 Déficits du fonds des adhérents des exercices
antérieurs reportés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,4 097 697,,,0,,,4 097 697,0,3 234 015,3 234 015,,,,,,AN2 Provisions D'équilibrage du fonds des Adhérents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,1 792 332,,,0,,,1 792 332,0,1 727 363,1 727 363,,,,,,AN4 Surplus ou déficit de l'exercice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,3 090 000,,,0,,,3 090 000,0,3 090 000,3 090 000,,,,,,AN5 Autres Actifs Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,8 980 029,,,0,,,8 980 029,0,8 051 378,8 051 378,,,,,,Total des Actifs Nets des Adhérents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,8,,,,,,,,,,,,,,,,Capitaux propres des Actionnaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,30 000 000,,,30 000 000,30 000 000,0,30 000 000,,,,,,CP1 Capital social ou fonds équivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,2 007 728,,,2 007 728,1 538 371,0,1 538 371,,,,,,CP2 Réserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,34 855 659,,,34 855 659,26 678 303,0,26 678 303,,,,,,CP4 Autres Capitaux propres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,746 966,,,746 966,846 930,0,846 930,,,,,,CP5 Résultat reporté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,67 610 353,,,67 610 353,59 063 604,0,59 063 604,,,,,,Total capitaux propres avant résultat de l'exercice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,7 379 895,,,7 379 895,8 540 196,0,8 540 196,,,,,,CP6 Résultat de l'exercice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,74 990 248,,,74 990 248,67 603 800,0,67 603 800,,,,,,Total capitaux propres avant affectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,8 980 029,,74 990 248,,,83 970 277,,67 603 800,8 051 378,75 655 178,,,,,,Total actifs nets et capitaux propres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,Passifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,9,0,,"1 053 721
1 053 721
1 000 000
1 0000 000
0
0
0
0
0
0
7 808 827
0
0
7 808 827
851 978
3 379 529
1 746 100
0
1 8301 221",,,"1 053 721
1 053 721
6 500 000
3567 5 4070 00 0707 1
41 723 425
202 950 435
4 962 614
107 66 4 048
170 249
15 287 481
20 576 643
604 054
4 362 841
11 814 965
851 978
3 379 529
4 318 975
1 409 226
23 328654 458547",,"1 098 218
1 198 218
1 000 000
1 0000 000
0
0
0
0
0
0
7 295 805
0
0
7 295 805
484 939
3 307 000
1 682 338
0
1 8201 529","0
0
5 500 000
2957 5 2000 30 0902 2
39 278 992
156 790 277
3 555 018
94 93 3 196
2 646 440
14 555 651
13 213 376
1 351 323
4 443 197
3 620 756
0
0
2 124 409
523 430
31 247946 364770","1 098 218
1 098 218
6 500 000
2967 5 2000 30 0902 2
39 278 992
156 790 277
3 555 018
94 93 3 196
2 646 440
14 555 651
20 509 181
1 351 323
4 443 197
10 916 561
484 939
3 307 000
3 806 747
523 430
33 237147 867760",,,,,,PA1 Autres passifs financiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,0,,,,,,,,,,,,,,,PA14 Dettes envers des établissements bancaires et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,10,5 500 000,,,,,,,,,,,,,,,fPinAa2n Pcireorvs isions pour autres risques et charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,1 1,3557 5 4070 00 0707 1,,,,,,,,,,,,,,,PPAA233 P Aruotvriessio pnrso vteiscihonnsiq ues brutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,41 723 425,,,,,,,,,,,,,,,PA310 Provisions pour primes non acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,202 950 435,,,,,,,,,,,,,,,PA320 Provisions d'assurance (Takaful familial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,4 962 614,,,,,,,,,,,,,,,PA330 Provisions pour sinistre (Takaful familial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,107 66 4 048,,,,,,,,,,,,,,,P A331 Provision pour sinistre (Takaful général),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,12,"170 249
15 287 481",,,,,,,,,,,,,,,"PPAA356 D1e Attuetsre pso purro vdiéspioôntss teench ensipqèuceess ( Treaçkuafsu dl egsé néral)
cessionnaires",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,13,12 767 815,,,,,,,,,,,,,,,PA6 Autres dettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,604 054,,,,,,,,,,,,,,,P A61 Dettes nées d'opérations d'assurance directe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,4 362 841,,,,,,,,,,,,,,,PA62 Dettes nées d'opérations de réassurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,4 006 138,,,,,,,,,,,,,,,PA63 Autres dettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,"0
0",,,,,,,,,,,,,,,"PA631Dépôts et cautionnements reçus
PA632 Personnel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,"2 572 875
1 409 226",,,,,,,,,,,,,,,"PA633 Etat, organismes de sécurité sociale, collectives
pPuAb6l5iq Suuers plus à distribuer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,21 348353 256547,,,,,,,,,,,,,,,PPAA66364 D Certétedsit eenuvrse rdsi vle'orps érateur du Fonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,14,1 187 533,,,1 161 683,,,2 349 216,1 270 528,900 214,2 170 741,,,,,,PA7 Autres passifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,3912 1 2817 35 3630 0,,,11 0204 231,,,4013 1 2837 75 3833 2,10 6604 550,33910 307 231 146 3,34920 003 271 741 3,,,,,,PTAo7ta1l0 dRue ppoarsts dife commissions reçues des réassurances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,1,,,"0
401 193 629",,,"1 161 683
86 014 479",,,"1 161 683
487 208 108","1 270 528
78 268 350","0
339 424 541","1 270 528
417 692 891",,,,,,"PA712 Autres comptes de régularisation passif
Total des Actifs nets/capitaux propres et du passif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,2,,,,,,,,,,,,,,,,Takaful et/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,2,,,,,,,,,,,,,,,,Rétakaful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,Etat de Surplus ou Déficit du Fonds Takaful Familial (exprimé en dinars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,Période allant du 01/01/2025 au 31/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,Note,31/12/2025,,,,,,,,,,,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,,"Opérations
brutes",,,Cessions,,,,,,,Opérations,,Opérations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,,,,,,,,,,,,nettes,,nettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,P RF1,,,P rimes,+,15,61 694 762,,,,1 799 881,,,,,,59 894 881,,33 122 416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,,61 694 762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,PPRRFF121,,,PPrriomdeusi tésm diese psl eatc aecmceepnttése s,++,1 6,15 164 259,,,,1 7709 881,,,,,,1559 186944 828519,,1323 417252 431664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,,15 164 259,,,,,,,,,,15 164 259,,12 475 364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,PCRHFF211,,,RChevaerngues d dee ssi pnliasctreemse nts,+,1 7,19 822 695,,,,2050 7 48,,,,,,19 616 948,,7 219 573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,CHF11,,,Montants payés,-,,18 415 099,,,,166 809,,,,,,18 248 290,,6 040 631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,CCHHFF122,,,VVaarriiaattiioonn d dee lsa apurotrveissi opnr opvoiusrio sninsi sttercehsn iques,--,,416 410670 5 19568,,,,3-28 491309,,,,,,416 316682 6 55678,,310 147386 9 74317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,4,1,,,,CHF3,,,Frais d'exploitation,-,18,4 382 832,,,,941 492,,,,,,3 441 340,,2 311 625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
